movie,rating,votes
A Fuller Life,6.2,78.0
WWE Untold,5.5,763.0
Papusza,6.2,279.0
Die Manns - Ein Jahrhundertroman,7.9,4801.0
72 Miles Ek Pravas,7.5,456.0
"Vivaldi, the Red Priest",2.4,4801.0
Yabai,7.8,2269.0
Playing Through,7.6,4801.0
Idina Menzel: Which Way to the Stage?,6.5,552.0
7 Plus Seven,5.8,113.0
Mahler auf der Couch,7.1,4049.0
Family Band: The Cowsills Story,7.6,1072.0
A Winner Never Quits,5.8,763.0
Joe Montana: Cool Under Pressure,7.2,554.0
Istadeh Dar Ghobar,7.6,2307.0
Midnight Return: The Story of Billy Hayes and Turkey,7.6,4577.0
Savage X Fenty Show,7.0,1121.0
Den unge Zlatan,7.1,283.0
Tennessee Johnson,7.7,2203.0
When Hell Was in Session,6.2,275.0
Full Throttle,7.2,381.0
Blaise Pascal,8.3,300.0
Civil: Ben Crump,5.8,4801.0
The Life and Times of David Lloyd George,7.5,1765.0
"Joshua Tree, 1951: A Portrait of James Dean",5.3,2289.0
Gierek,6.5,673.0
Kurmanjan datka,6.6,4801.0
Tell the World,8.3,56.0
Mi chiamo Francesco Totti,6.5,1592.0
"Colette, une femme libre",7.4,4801.0
NET Playhouse,7.6,70.0
Be Here to Love Me: A Film About Townes Van Zandt,7.8,74.0
Get Back Up,7.2,446.0
Untitled Jerry Lee Lewis Project,6.5,4801.0
Dark Star: HR Gigers Welt,6.7,2131.0
Srimulat: Hil yang Mustahal - Babak Kedua,7.6,2210.0
Walt Disney,6.0,8029.0
MirÃ³,7.5,4801.0
RikyÃ»,7.1,203.0
Everyman's War,6.5,169.0
Bonnie Prince Charlie,7.4,4801.0
The Soul of a Man,6.5,944.0
The Silent Revolution of Truth,5.7,225.0
Impossible Light,6.5,4801.0
Black Sunshine Baby,6.8,771.0
Casanova Variations,4.4,4247.0
If a Tree Falls: A Story of the Earth Liberation Front,7.4,284.0
Pablo Escobar: Countdown to Death,2.7,2076.0
The Keeler Affair,7.5,4801.0
Ma Ge Bo Luo,7.9,744.0
Jang Yeong-Sil,7.7,437.0
Call Me Anna,8.5,6463.0
Sada: Gesaku Â· Abe Sada no shÃ´gai,6.6,2357.0
Adam Sandler: Funny Guy,5.1,628.0
Omul pasÃ£re,7.0,2098.0
Chris & Don: A Love Story,8.1,268.0
Zapata - El sueÃ±o del hÃ©roe,5.3,192.0
El mestre que va prometre el mar,7.0,1555.0
Foreman,7.6,4801.0
Difret,5.7,450.0
All That Remains,7.2,739.0
SueÃ±os de Oro,8.4,107.0
Sugihara Chiune,7.6,641.0
Liberace,8.1,2070.0
Morningstar,7.1,253.0
Victims for Victims: The Theresa Saldana Story,7.2,4801.0
Mastram,7.1,735.0
Kate Bush: Cloudbusting,6.5,1139.0
The Habsburg Empire,6.5,12717.0
The James Dean Story,7.1,680.0
Reason for Living: The Jill Ireland Story,5.9,4801.0
Close Up,7.7,266.0
KrÃ³lowa Bona,6.2,4951.0
Doktor Liza,6.2,549.0
Wash My Soul in the River's Flow,5.6,1632.0
The Gentleman Tramp,7.3,1982.0
Momo: The Sam Giancana Story,5.6,107.0
For Grace,6.3,4801.0
Tamara FalcÃ³: La Marquesa,7.0,2339.0
Tail Gunner Joe,6.5,4762.0
Quest,7.0,4801.0
Jennie: Lady Randolph Churchill,7.6,3475.0
Bixa Travesty,5.9,1042.0
Billy Crystal: 700 Sundays,6.4,901.0
I Remember Nelson,6.5,4801.0
Au nom de tous les miens,6.5,4801.0
Olympia,6.5,218.0
Jud SÃ¼ss - Film ohne Gewissen,7.3,487.0
Fearless: The Adam Brown Story,7.4,4801.0
Ike: The War Years,7.2,7579.0
Gli amici di GesÃ¹ - Tommaso,5.8,136.0
It's What I Do,5.8,996.0
"Bios, Vidas que marcaron la tuya",6.7,779.0
I Am Burt Reynolds,6.3,4801.0
Dirty Little Billy,5.8,423.0
Giuseppe venduto dai fratelli,7.0,4481.0
Puppy Love,6.6,818.0
VIPs,6.8,307.0
The Road to Coronation Street,7.3,1286.0
The Drop Box,8.2,237.0
The Vernon Johns Story,8.0,366.0
Traffic Ramasamy,6.4,1355.0
Obama: In Pursuit of a More Perfect Union,7.2,3586.0
Mala Mala,6.1,55.0
Durant's Never Closes,6.5,1663.0
Taming the Beast - The Emptiness Within,8.0,331.0
The Agronomist,7.8,301.0
Helmut Newton: Frames from the Edge,5.5,1265.0
Behind Closed Doors,6.3,1154.0
The Legitimate Wiseguy,7.6,413.0
A Shot in the Dark,5.5,1010.0
Jendral Soedirman,6.7,1816.0
Love and Betrayal: The Mia Farrow Story,7.0,2533.0
Monumental Mysteries,7.8,873.0
Fun Home,6.9,2319.0
Vilas: SerÃ¡s lo que debas ser o no serÃ¡s nada,8.0,19632.0
Asian Provocateur,7.6,4282.0
Bobby Sands: 66 Days,7.2,2587.0
Counterpunch,7.6,568.0
"Mariah: The Diva, the Demons, the Drama",6.5,814.0
We Were Here,8.0,384.0
Dorihwaga,6.9,1382.0
Steve McQueen: The Lost Movie,6.5,4801.0
Boris Karloff: The Man Behind the Monster,7.0,447.0
Jonathan: The Boy Nobody Wanted,6.3,2714.0
Pepe Caceres,4.9,534.0
Amelia Earhart,5.4,369.0
Ancient Civilizations,6.8,150.0
I Have Seen My Last Born,8.3,951.0
Marilyn Monroe: The Final Days,6.1,4814.0
Diana: In Her Own Words,6.5,765.0
Caravaggio: The Soul and the Blood,7.4,98.0
Joe D'Amato Totally Uncut,4.5,1214.0
Baba Vanga,6.8,938.0
Romy,6.5,643.0
HÃ¼r Adam: BediÃ¼zzaman Said Nursi,4.7,67.0
"Bergman och filmen, Bergman och teatern, Bergman och FÃ¥rÃ¶",6.2,353.0
Jack Johnson,6.7,1146.0
The Legend of Valentino,7.9,2576.0
The Life of Henry the Fifth,6.8,1400.0
Now Hear This,7.3,9080.0
Mr. Landsbergis,8.2,2830.0
PichÃ©: entre ciel et terre,7.8,4801.0
Ya tayr el tayer,5.0,608.0
Francisca,8.6,64.0
Jenni,6.6,661.0
Barbara,6.8,4801.0
Lesley Ann Warren: A Cinderella Story,7.6,4801.0
Melvin Purvis G-MAN,8.7,751.0
A Nomad in New York: The Day That Changed My Life,7.6,4801.0
Peter Falk versus Columbo,8.1,376.0
Kupala,8.0,420.0
Jack London,7.3,1129.0
La SelecciÃ³n,5.5,908.0
E:60,7.0,99.0
"Karol, un uomo diventato Papa",7.6,127.0
Bobbi Jo: Under the Influence,6.5,4801.0
Terry,7.1,4363.0
Untitled Karl Lagerfeld Biopic,6.9,1979.0
Leftenan Adnan,6.1,126.0
A Man Called Intrepid,6.3,627.0
Jason Bateman Thinks I'm Dead,7.3,957.0
The Marble Faun of Grey Gardens,7.9,765.0
Mandela's Gun,5.7,565.0
Dangerous Company,6.5,4801.0
I Want to Live,6.0,266.0
Eh Janam Tumhare Lekhe,5.0,282.0
Silent Scream,8.1,4801.0
Betrayed by Love,4.7,184.0
Dnevnik Diane Budisavljevic,7.8,25.0
Why I Wore Lipstick to My Mastectomy,7.6,567.0
A Huey P. Newton Story,5.8,642.0
Nena,6.4,4801.0
My Brother's Keeper,7.2,262.0
Naked Fame,6.5,4801.0
Seed Money: The Chuck Holmes Story,7.4,198.0
Promise at Dawn,7.1,1471.0
George Washington II: The Forging of a Nation,7.1,391.0
The Tiger Woods Story,6.4,2120.0
Nancy Astor,6.6,558.0
Bhai - Vyakti Ki Valli 2,7.1,698.0
Chavela,7.4,5972.0
Virginia Hill,8.2,95.0
Mindbender,7.0,306.0
Directed by John Ford,6.5,3241.0
The Marva Collins Story,6.5,4801.0
Manson: Music From an Unsound Mind,6.8,4801.0
Defenders,7.1,178.0
Sveta Petka - Krst u pustinji,6.1,481.0
Imperium: Nerone,7.4,4801.0
Chhatrapati Shivaji,7.1,436.0
Len Bias,8.4,1637.0
The Truth Is Out There,7.1,746.0
Dr. Babasaheb Ambedkar - Mahamanvachi Gauravgatha,7.3,1575.0
Champs,7.1,5602.0
We,5.6,307.0
Lyra,6.6,4801.0
#TemanTapiMenikah,7.5,1053.0
Gwiazdy,6.4,238.0
Gabby Giffords Won't Back Down,6.5,4801.0
Aik Hai Nigar,7.3,1131.0
Up the Valley and Beyond,7.0,1455.0
Bon Jovi: No End in Sight,7.7,3729.0
Unbeaten,7.8,4801.0
The Presidents,7.7,11533.0
Asa ga kita,7.0,1337.0
The Murder of Princess Diana,7.8,638.0
Room 37: The Mysterious Death of Johnny Thunders,6.8,2165.0
Tig,7.3,131.0
Scandal Made Me Famous,6.5,4801.0
Hustle,6.3,1402.0
Greatness Code,6.4,427.0
The Redemption of General Butt Naked,7.9,553.0
Guilty of Treason,7.0,321.0
Anatomie zrady,6.5,4801.0
Trudeau,7.0,4801.0
Susi Susanti: Love All,8.3,1484.0
The Boy Who Would Be King,7.9,1625.0
Convicts 4,7.2,4283.0
Jay Sebring.... Cutting to the Truth,7.7,4801.0
Djamilah,7.2,1525.0
Sterling Hallard Bright Drake,7.1,4801.0
Schattenstunde,6.9,693.0
Hal,7.0,382.0
Mark Twain,7.7,44.0
Anna Boleyn,6.8,808.0
"Zidane, un portrait du 21e siÃ¨cle",6.3,222.0
Omar m'a tuer,7.6,4801.0
Argerich,7.7,486.0
I Am Thor,6.5,4801.0
My Friend Rockefeller,6.5,64.0
Devil's Dust,8.1,4801.0
Veer Savarkar,7.7,595.0
Secret Weapon,7.6,118.0
Matangi/Maya/M.I.A.,7.0,2879.0
Amorosa,7.3,9208.0
Velayat-e Eshq,6.1,336.0
Dolores,8.1,234.0
Kim Dotcom: Caught in the Web,7.5,2242.0
El Gran VÃ¡zquez,6.7,279.0
As Aventuras de JosÃ© & Durval,6.6,2984.0
Calamity Jane,6.9,190.0
D'Annunzio,7.8,8494.0
Jeong Do-jeon,6.7,195.0
Killa Season,7.1,4801.0
Little Mo,5.5,748.0
Spark: A Burning Man Story,5.6,562.0
?dith et Marcel,7.3,184.0
The Quantum Indians,7.6,2000.0
Maraton,8.1,3030.0
Vivling,7.2,1792.0
King Candy,7.3,1700.0
Margaret Thatcher: The Long Walk to Finchley,8.0,467.0
The Great McGonagall,7.2,4801.0
Have a Little Faith,6.8,609.0
Monica,6.5,4801.0
Pelosi in the House,7.3,4801.0
Twisted Fate,6.6,950.0
Ten'nÃ´ no RyÃ´riban,8.4,233.0
Chesty: A Tribute to a Legend,8.9,2615.0
Nehemiah: 'The Joy of Jehovah Is Your Stronghold',7.6,21.0
In the Realms of the Unreal,7.3,4766.0
Isabelle Eberhardt,7.2,4801.0
Prince William,6.5,205.0
ReMastered: Tricky Dick and the Man in Black,8.0,429.0
Who is Shi Heng Yi,6.7,743.0
Big Dreams & Broken Hearts: The Dottie West Story,7.4,2915.0
Print the Legend,6.2,4801.0
The Price for Freedom,7.0,63.0
Juana InÃ©s,7.4,946.0
Man in Red Bandana,6.5,4801.0
Sunshine Superman,6.4,315.0
C.S. Lewis: Beyond Narnia,6.5,4801.0
A Dispatch from Reuters,7.3,343.0
Die Macht der Bilder: Leni Riefenstahl,7.3,4801.0
Tom Hanks: Hollywood's Mr Nice Guy,6.1,3914.0
Le vampire de DÃ¼sseldorf,7.2,3116.0
Girl 27,5.6,1162.0
Beyond Barricades,7.4,1121.0
Stan,7.5,51.0
Jackie Robinson,7.1,1990.0
"NaplÃ³ apÃ¡mnak, anyÃ¡mnak",6.1,236.0
Latasha Harlins: A Rose That Grew from Concrete,6.5,4801.0
Opkoljeni,7.4,897.0
La petite Aurore l'enfant martyre,5.6,1049.0
Radiograph of a Family,7.1,644.0
Men of Granite,9.4,362.0
The Irish Mob,3.1,366.0
A Green Story,7.9,4801.0
35 Up,6.3,440.0
Salgueiro Maia - O Implicado,6.1,1009.0
El fantÃ¡stico mundo de Juan Orol,6.4,26.0
Palau the Movie,6.1,579.0
California State of Mind: The Legacy of Pat Brown,7.1,1144.0
Scarpa,6.1,4801.0
Cudotvorac Tumanski,7.4,2691.0
Pirosmani,6.9,230.0
To Race the Wind,5.3,547.0
O'mast,7.2,423.0
Maxwell,6.0,1132.0
Lovecraft: Fear of the Unknown,6.4,282.0
SÃ¥ vit som en snÃ¶,6.7,300.0
Antar Ibn Shaddad,7.3,33.0
Ain't in It for My Health: A Film About Levon Helm,6.3,420.0
Nikola Tesla,7.7,932.0
Sudamerican Rockers,6.3,2107.0
Elvis Lives!,6.5,4801.0
Den fÃ¶trollade vÃ¤gen,6.0,490.0
Boy Golden,6.5,4801.0
My Wild Irish Rose,7.4,4650.0
Emma Smith: My Story,7.5,4801.0
Ribanje i ribarsko prigovaranje,6.5,4801.0
Sylvia: Tracing Blood,7.8,494.0
Fatal Deception: Mrs. Lee Harvey Oswald,6.7,1587.0
Twinsters,7.2,4801.0
Hari Singh Nalwa - Champion of the Khalsa Ji,6.5,4801.0
Vanished Without a Trace,6.4,1078.0
Bharat Ka Veer Putra - Maharana Pratap,7.1,3710.0
Messner,6.0,479.0
Zycie za zycie. Maksymilian Kolbe,4.9,1290.0
Dom Ã¶ver dÃ¶d man,8.1,841.0
King George VI: The Man Behind the King's Speech,6.9,2187.0
"Nikola Tesla, the man from the future",8.5,43.0
"Gandhi, My Father",7.2,4801.0
Playing for Keeps,6.6,1354.0
The Switch,5.0,4801.0
Teit meistÃ¤ kauniin,6.5,1048.0
Raising Asia,4.7,870.0
Lillian Russell,7.8,49.0
We of the Never Never,6.6,4801.0
Sockerexperimentet,7.1,91.0
Maya Lin: A Strong Clear Vision,7.7,41.0
Abuse,7.3,220.0
Pretty Boy Floyd,7.0,4801.0
Il papa buono,6.8,458.0
It Happened in Athens,6.7,644.0
Defiant: Inspired by the Life of Robert Smalls,6.2,4801.0
A Bullet for Pretty Boy,7.2,1960.0
The Last Lost Kingdom,8.6,272.0
Frank Lloyd Wright,7.0,4801.0
Aleksandar od Jugoslavije,6.5,150.0
God Bless Ozzy Osbourne,6.7,3079.0
Vlasik,7.8,366.0
The Pathological Optimist,7.8,80.0
"Jane Birkin, simple icÃ´ne",6.2,1872.0
Hell and Mr. Fudge,6.5,967.0
Shout It Out Loud,6.5,3547.0
41,6.5,4801.0
Portrait of a Mobster,6.7,288.0
The Story of Will Rogers,9.4,764.0
Genius of the Modern World,5.8,1333.0
The Pride of St. Louis,7.1,661.0
Garbo: El espÃ­a,7.5,77.0
The Green Prince,4.9,143.0
Ziegfeld: The Man and His Women,7.1,912.0
Bakhita,7.0,695.0
49 Up,6.8,4801.0
Goya,6.2,820.0
With Great Power: The Stan Lee Story,6.5,271.0
Wills & Burke,8.1,1849.0
Stay Alive My Son,8.6,96.0
Sennen no koi - Hikaru Genji monogatari,7.1,1929.0
Adriano Imperador,6.0,675.0
The Ernest Green Story,7.6,2727.0
"Accidental Courtesy: Daryl Davis, Race & America",6.5,4801.0
A hetedik szoba,6.5,4801.0
Rosie: The Rosemary Clooney Story,7.2,849.0
George III: The Genius of the Mad King,6.5,1280.0
Faith of My Fathers,6.1,243.0
Wendy Williams: What a Mess!,4.2,4801.0
Tarde lo conocÃ­,7.8,637.0
Hondros,7.0,827.0
Max Steiner: Maestro of Movie Music,6.5,4801.0
The Filthy Thirteen: Real Stories from Behind the Lines,6.2,503.0
Vico C: La Vida Del FilÃ³sofo,6.7,366.0
Caruga,6.9,24.0
Black Days,3.3,440.0
Luz del Fuego,6.5,4801.0
The Source: The Story of the Beats and the Beat Generation,8.7,124.0
El Noa Noa,6.3,81.0
Ernie Kovacs: Between the Laughter,6.5,4801.0
You Really Got Me,7.1,236.0
Full Force,5.3,2376.0
Constantine's Sword,6.2,676.0
Chanel Solitaire,8.0,125.0
Filmage: The Story of Descendents/All,7.3,5321.0
Did You Know?,6.6,423.0
Magic Fire,5.8,328.0
The Ku Klux Klan: A Secret History,5.8,2111.0
Mission to Lars,7.0,122.0
Run Free: The True Story of Caballo Blanco,6.4,871.0
"Paul Newman, l'intranquille",5.3,281.0
Little Old New York,6.2,4801.0
Number 10,7.1,288.0
Anna ot 6 do 18,6.9,1093.0
TjuvjÃ¤garen,6.5,4801.0
Maha'lai muang rae,6.6,158.0
Soldado MilhÃµes,5.8,167.0
Petchakat,6.5,4801.0
American Radical: The Trials of Norman Finkelstein,7.0,1985.0
Frank Serpico,1.6,4801.0
ECETI Ranch: A Documentary,6.5,4801.0
The Captains Close Up,3.4,278.0
The Old West,7.2,4801.0
The Director,4.3,1470.0
Barolo Boys: The Story of a Revolution,7.9,113.0
The Man Who Made It Snow,6.3,87.0
The Bit Player,4.7,4801.0
Bad As I Wanna Be: The Dennis Rodman Story,6.5,4801.0
Consenting Adults,5.5,1040.0
Fulboy,8.7,1988.0
As We Cover the Streets: Janine Pommy Vega,6.6,106.0
La derniÃ¨re Reine de Tahiti,5.8,1065.0
The Oyler House: Richard Neutra's Desert Retreat,5.9,1532.0
Sisi: Die Getriebene,7.7,4801.0
The Roots of Roe,6.7,258.0
Wide Open: The Andre Rison Story,4.4,328.0
La Bolduc,6.3,4801.0
Everybody Street,7.1,168.0
The Great Victor Herbert,7.5,56.0
Drunk in Public,5.6,345.0
Im toten Winkel - Hitlers SekretÃ¤rin,8.2,2176.0
12 Meter ohne Kopf,7.0,1135.0
La vie et la passion de JÃ©sus Christ,6.5,4801.0
There Are No Fakes,7.2,1749.0
Mike Wallace Is Here,6.1,4801.0
House Money,7.1,50.0
Hancock & Joan,5.8,436.0
Four Minutes,6.3,1265.0
Bula,5.4,53.0
Klitschko,4.8,13.0
Love Janine Pommy Vega,6.9,674.0
Jan Palach,6.6,511.0
The Man with the Wooden Face,7.3,1601.0
Jeremiah Tower: The Last Magnificent,5.5,824.0
Descent,5.9,581.0
Tony Parker: The Final Shot,6.9,316.0
Giovanna d'Arco al rogo,6.7,1227.0
Margaret Bourke-White,6.5,4801.0
On Smoother Dirt,6.8,550.0
Un viaggio chiamato amore,6.6,101.0
So Goes My Love,7.9,381.0
Le mÃ©tis de Dieu,7.4,1534.0
Tukaram,8.2,16.0
1341 Frames of Love and War,7.4,192.0
Marilyn Monroe Declassified,7.2,1659.0
Kenka karate kyokushinken,6.4,770.0
El Hashaashun,5.8,206.0
Rock Hudson,6.5,4801.0
Buddy Guy: The Blues Chase the Blues Away,6.9,143.0
Kamaraj,7.0,2369.0
Mayor of the Sunset Strip,7.2,302.0
Dickens of London,6.5,438.0
The Desert of Forbidden Art,6.6,637.0
The Ordeal of Dr. Mudd,6.5,4801.0
Sugar Wars - The Rise of the Cleveland Mafia,6.8,1255.0
McKellen: Playing the Part,5.0,931.0
A Man Called Ahok,6.3,35.0
Cartesius,6.0,591.0
Devil's Pie,6.3,699.0
I Was an American Spy,7.5,66.0
Fire Island '79,6.3,18.0
River Hunters,7.8,213.0
HaiI Mary,6.5,4801.0
Dempsey,5.9,4801.0
Volare - La grande storia di Domenico Modugno,6.9,2612.0
Burroughs: The Movie,7.1,203.0
Rise and Walk: The Dennis Byrd Story,6.2,193.0
"Eleanor, First Lady of the World",7.2,2657.0
Peter Case: A Million Miles Away,5.7,4801.0
Orion: The Man Who Would Be King,7.6,4299.0
The Legacy of the Parent Trap,6.5,4801.0
The Sheldon Kennedy Story,6.6,21.0
Chacrinha: O Velho Guerreiro,5.8,504.0
Radics BÃ©la: a megÃ¡tkozott gitÃ¡ros,6.8,1444.0
Chalino,6.5,4801.0
Baby M,6.9,334.0
Antonio Lopez 1970: Sex Fashion & Disco,6.2,4801.0
My Many Sons,7.9,639.0
El caso Asunta,6.2,811.0
Paradise Found 2015,5.2,15.0
End of the Century,6.0,180.0
"Lula, o Filho do Brasil",7.2,1155.0
Island of Lemurs: Madagascar,7.3,1653.0
Che,7.6,1569.0
Magomaev,7.7,684.0
The Lost Boys,6.8,412.0
Lt. Madarang: Iginuhit sa dugo,5.2,1548.0
"The Tulse Luper Suitcases, Part 3: From Sark to the Finish",7.3,640.0
I ragazzi di via Panisperna,6.5,4801.0
Wallenstein,7.6,1613.0
La Bruja,6.7,1066.0
Roy Orbison: One of the Lonely Ones,6.6,1082.0
The Ashley Graham Project,7.9,907.0
Pilecki,7.0,1363.0
Niewidzialna wojna,7.0,104.0
My Hero Kalam,6.5,4801.0
A Season of Giants,6.5,4801.0
"Hughie Green, Most Sincerely",4.6,126.0
Lasseter's Bones,7.9,3339.0
Mr. Rock 'n' Roll: The Alan Freed Story,7.7,860.0
Chinese Hercules: The Bolo Yeung Story,7.7,4801.0
Newton: The Force of God,7.4,3530.0
Ranevskaya,7.3,738.0
Saint-Ex,6.1,422.0
Endurance,6.7,1875.0
Mabo,7.4,131.0
No Distance Left to Run,7.0,740.0
The First Film,7.0,694.0
The Last Englishman,6.4,317.0
Time Machine: Little Big Horn - The Untold Story,7.0,941.0
Amy Tan: Unintended Memoir,7.9,66.0
Swanee River,7.0,882.0
The Fall of '55,6.2,4801.0
She-Wolves: England's Early Queens,6.5,53.0
Chop Suey,6.3,1392.0
Karl der Grosse,6.8,3027.0
Ron Carter: Finding the Right Notes,6.4,818.0
Yolo County O.G,6.0,728.0
The BrontÃ«s of Haworth,6.3,590.0
Band,6.3,839.0
Waiting for Robert Capa,6.6,28.0
Making Montgomery Clift,6.5,26.0
Keenan,8.0,205.0
Nat King Cole: Afraid of the Dark,9.0,179.0
42 Grams,7.5,4801.0
The God Who Wasn't There,7.2,4801.0
Kurosawa Akira: Tsukuru to iu koto wa subarashii,6.9,2856.0
Rocco Chinnici,6.3,570.0
SofÃ­a,7.1,926.0
Whitney Houston & Bobbi Kristina: Didn't We Almost Have It All,7.4,711.0
The Gift,6.7,378.0
Ben Hall,7.0,4140.0
Coming from Insanity,6.5,4801.0
King Georges,5.9,165.0
Shirdi Sai,7.2,133.0
The Messiah,7.6,126.0
Daughters of the Cult,7.6,4801.0
Guyana: A Visual Essay,6.3,619.0
My Way Home,8.1,16949.0
Ganes,7.9,57.0
Out of Nothing,7.0,1078.0
Li Xiao Long yu wo,5.6,836.0
Wer wenn nicht wir,6.3,108.0
Cazuza: O Tempo NÃ£o PÃ¡ra,6.7,435.0
Missile from the East,7.1,4801.0
I Am Your Father,7.0,5.0
Behind the Scenes/The Making of 'Kiss or Kill',6.7,124.0
Pariah: The Lives and Deaths of Sonny Liston,5.5,2002.0
Oscar Wilde,5.5,386.0
Tech Billionaires: Elon Musk,7.8,341.0
The Living Christ Series,7.2,91.0
Rebel Roar: The Sound of Michael McClure,8.1,103.0
"Ivan the Terrible, Part III",6.5,4801.0
Show Me the Picture: The Story of Jim Marshall,7.6,1119.0
Summerspell,7.2,3057.0
GetÃºlio,6.5,4801.0
Diana: Her True Story,6.1,584.0
Bill: On His Own,6.5,4801.0
Still Got Joy,6.1,443.0
The Thanksgiving Visitor,6.5,4801.0
You Can Heal Your Life,9.3,8.0
The Beautiful and the Damned,5.9,23.0
The Shooting of Thomas Hurndall,5.7,354.0
The Tommy Steele Story,7.3,412.0
20 Dates,6.5,4801.0
Young Charlie Chaplin,7.8,983.0
Krupp - Eine deutsche Familie,8.0,7.0
Christabel,7.5,198.0
The Story of Fleetwood Mac,7.2,3381.0
The Sarnos: A Life in Dirty Movies,8.7,16.0
Small Town News KPVM . Pahrump,3.2,1005.0
First You Cry,6.0,1122.0
The Watchmaker's Apprentice,7.3,4801.0
Unfiltered: Paris Jackson & Gabriel Glenn,6.7,537.0
Breaking Point,6.6,4801.0
The Fabulous Allan Carr,6.0,863.0
A Skin Too Few: The Days of Nick Drake,6.5,4801.0
Desperately Seeking Seka,6.9,305.0
Frank Miller - American Genius,9.4,9.0
Fury to Freedom,6.5,4801.0
Big Bear,6.5,4801.0
My Ain Folk,7.9,446.0
"LÃ©onard de Vinci, l'homme universel",5.8,1453.0
Dharmaveer,7.2,2060.0
Gifted Hands,5.5,388.0
Shabnam Mausi,5.9,770.0
Citizen Jane: Battle for the City,8.3,350.0
Floyd Norman: An Animated Life,3.3,249.0
Jump Shot: The Kenny Sailors Story,7.8,485.0
I banchieri di Dio,5.4,3604.0
Moner Manush,7.3,4801.0
Doing Life,8.7,695.0
La traque,5.8,243.0
76 Days,6.3,326.0
Il cattivo poeta,6.7,1437.0
The Wounds We Cannot See,5.8,188.0
Stefan cel Mare - Vaslui 1475,6.2,202.0
Vinterrejse,7.2,297.0
Ask Dr. Ruth,6.5,4801.0
Olavi Virta,8.0,10.0
Jim Carrey: I Needed Color,4.7,284.0
Not a War Story,6.9,328.0
Faithfull,6.5,368.0
Rock Hudson's Home Movies,7.5,2119.0
The Brontes,4.5,67.0
HÃ©ctor el Father: ConocerÃ¡s la Verdad,6.9,238.0
Stanley H.,7.6,453.0
The Eyes of Van Gogh,6.9,101.0
Luka,4.6,24.0
Untitled Larry Hillblom Project,6.1,694.0
Booker,6.6,180.0
Taken by Storm: The Art of Storm Thorgerson and Hipgnosis,6.9,3098.0
My Forgotten Man,7.2,222.0
Katharina Luther,5.4,580.0
El 'Che' Guevara,4.3,183.0
The Space in Between: Marina Abramovic and Brazil,7.3,4801.0
Trump Unprecedented,7.5,1446.0
Pharma,6.7,4801.0
The Bus from Blooperville,7.2,352.0
The Woman Beyond the Attic: The V.C. Andrews Story,7.1,307.0
In the Footsteps of Alexander the Great,7.3,1760.0
WWE: The Rise and Fall of WCW,6.7,51.0
"Thelonious Monk: Straight, No Chaser",7.2,4801.0
Brecht,6.6,912.0
The Documentary of Dr G Yunupingu's Life,7.2,1152.0
"Freddie Mercury, the Untold Story",6.1,553.0
Milena,6.5,4801.0
Don't Blink - Robert Frank,7.3,901.0
Blood Ties: The Life and Work of Sally Mann,6.5,4801.0
The Godmother,7.7,32.0
Her Master's Voice,7.2,561.0
I demoni di San Pietroburgo,6.0,651.0
Surviving Mommie Dearest,7.6,140.0
Si ingenting,5.9,300.0
"Karol, un Papa rimasto uomo",5.3,840.0
The Hearst and Davies Affair,7.5,254.0
Being Mick,6.9,2950.0
Babu Bhaijan,6.5,4801.0
Brando,6.5,4801.0
Havel,7.2,7306.0
They Call Me Sirr,7.3,1724.0
Rani kadrovi,8.5,2818.0
The Strangest Stranger,8.5,54.0
Kun en pige,8.1,409.0
Shadowman,1.5,1427.0
KidPoker,5.9,265.0
Theremin: An Electronic Odyssey,6.4,431.0
Michael Landon: Memories with Laughter and Love,7.5,1977.0
Motherhood Unstressed,6.3,435.0
Super Duper Alice Cooper,6.5,4801.0
Jupiter's Wife,5.4,500.0
"Hugh Hefner: Playboy, Activist and Rebel",6.5,4801.0
Pinned,7.1,4801.0
Vivaldi,5.9,247.0
Carl Laemmle,4.6,360.0
Vangaveeti,6.8,387.0
Rosenwald,8.6,500.0
Ramprasad,5.7,127.0
After Tiller,1.6,357.0
Pistol Pete: The Life and Times of Pete Maravich,5.4,209.0
Faccia d'angelo,6.5,4801.0
TÃ¼rkan,7.0,1813.0
Tyghyryqtan zhol tapqan,7.0,937.0
Detstvo Gorkogo,6.6,676.0
Undaunted... The Early Life of Josh McDowell,6.4,434.0
Movie Cool,6.3,1341.0
God Is the Bigger Elvis,7.4,1607.0
Wolfgang,7.5,504.0
Proceder,7.0,321.0
Una stagione all'inferno,5.2,467.0
GalilÃ©e ou L'amour de Dieu,7.2,643.0
Ha-Kayitz Shel Aviya,6.7,3570.0
"How Much Does Your Building Weigh, Mr Foster?",6.5,4801.0
Worst Shark Attack Ever,6.8,1162.0
Untitled Abigail Van Buren/Ann Landers Project,5.6,628.0
Warren Balane,7.1,1883.0
Zion,7.1,431.0
Sex Becomes Her,7.6,782.0
Nicht alle waren MÃ¶rder,5.9,130.0
For the Love of My Child: The Anissa Ayala Story,6.1,92.0
What If the Future Never Happened?,7.5,4801.0
Captain Eddie,7.4,3886.0
Altman,6.5,4801.0
Mansfield 66/67,6.1,1336.0
Without Walls,6.7,1227.0
Heute bin ich blond,5.5,4801.0
What Would Sophia Loren Do?,6.5,4801.0
Mozart,6.3,728.0
